Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Tamil Nadu,660.63,53,Small,2020-12-19,1,Milk,Mother Dairy,910.81,68.3,62208.323,2,Polythene Packet,2020-12-08,2020-12-10,212,64.34,13640.08,Delhi,Online,698,45.54,30.38
Madhya Pradesh,43.24,94,Small,2021-09-21,1,Milk,Amul,979.68,22.42,21964.425600000002,29,Tetra Pack,2021-08-15,2021-09-13,491,21.59,10600.69,Chandigarh,Wholesale,488,26.67,177.99
Uttar Pradesh,316.59,26,Large,2022-02-25,4,Yogurt,Dodla Dairy,620.36,40.39,25056.3404,21,Frozen,2022-02-20,2022-03-13,417,40.86,17038.62,Chandigarh,Retail,203,57.1,98.66
Gujarat,704.5,60,Large,2021-10-06,10,Ghee,Mother Dairy,443.88,37.4,16601.112,92,Ambient,2021-09-28,2021-12-29,111,34.27,3803.97,Telangana,Wholesale,332,87.01,55.14
Telangana,265.13,48,Medium,2020-04-26,3,Cheese,Amul,972.53,53.97,52487.4441,38,Refrigerated,2020-03-20,2020-04-27,949,50.32,47753.68,Gujarat,Wholesale,23,41.53,21.63
Madhya Pradesh,571.09,89,Medium,2020-07-23,9,Paneer,Mother Dairy,834.56,53.21,44406.9376,9,Refrigerated,2020-07-08,2020-07-17,343,58.02,19900.86,Tamil Nadu,Wholesale,491,29.74,64.12
Delhi,768.0,53,Small,2021-08-05,5,Ice Cream,Dodla Dairy,965.86,65.58,63341.0988,28,Frozen,2021-08-03,2021-08-31,663,65.96,43731.48,Chandigarh,Wholesale,302,85.63,142.96
Uttar Pradesh,637.88,86,Large,2022-08-26,5,Ice Cream,Palle2patnam,74.7,85.07,6354.728999999999,23,Frozen,2022-08-04,2022-08-27,68,80.59,5480.12,Chandigarh,Retail,6,40.31,168.29
Bihar,830.53,42,Large,2020-12-09,10,Ghee,Sudha,846.12,72.89,61673.6868,93,Ambient,2020-10-27,2021-01-28,307,68.17,20928.19,Gujarat,Online,539,64.03,91.07
Jharkhand,808.4,96,Small,2019-04-25,9,Paneer,Sudha,575.93,29.7,17105.121,8,Refrigerated,2019-03-30,2019-04-07,24,31.11,746.64,Rajasthan,Online,551,66.68,115.41
Karnataka,756.0,88,Large,2021-10-20,8,Buttermilk,Raj,999.87,56.69,56682.6303,13,Refrigerated,2021-09-13,2021-09-26,677,57.84,39157.68,Tamil Nadu,Wholesale,322,44.56,48.08
Jharkhand,726.1,66,Small,2019-03-02,1,Milk,Mother Dairy,928.82,26.25,24381.525,26,Tetra Pack,2019-02-10,2019-03-08,487,31.22,15204.14,Rajasthan,Retail,441,31.66,26.18
Rajasthan,74.47,47,Large,2019-12-10,9,Paneer,Sudha,279.75,14.03,3924.8925,9,Refrigerated,2019-11-27,2019-12-06,121,14.77,1787.17,Jharkhand,Retail,158,89.5,24.3
Haryana,910.73,33,Large,2021-09-13,9,Paneer,Sudha,112.56,94.62,10650.4272,14,Refrigerated,2021-09-08,2021-09-22,63,93.15,5868.45,Delhi,Online,49,28.17,27.61
Rajasthan,704.76,47,Medium,2020-01-07,6,Curd,Mother Dairy,701.85,70.75,49655.887500000004,5,Refrigerated,2019-11-24,2019-11-29,503,69.65,35033.95,Tamil Nadu,Online,198,41.97,137.45
Jharkhand,369.14,32,Medium,2019-04-23,4,Yogurt,Amul,666.96,51.72,34495.171200000004,29,Refrigerated,2019-04-02,2019-05-01,242,49.39,11952.38,Chandigarh,Retail,424,45.4,72.73
Karnataka,980.47,88,Small,2019-12-05,3,Cheese,Dynamix Dairies,325.67,24.77,8066.8459,46,Frozen,2019-11-06,2019-12-22,71,22.68,1610.28,Haryana,Retail,254,87.3,108.89
Gujarat,522.21,56,Medium,2019-08-09,10,Ghee,Mother Dairy,158.23,58.2,9208.985999999999,137,Ambient,2019-07-29,2019-12-13,124,55.68,6904.32,Madhya Pradesh,Retail,34,91.25,54.28
Uttar Pradesh,977.8,84,Medium,2022-01-12,6,Curd,Raj,993.43,41.67,41396.2281,6,Refrigerated,2021-12-22,2021-12-28,70,40.87,2860.9,Chandigarh,Online,923,64.24,58.4
Jharkhand,654.89,88,Small,2022-11-12,7,Lassi,Sudha,334.18,32.67,10917.660600000001,16,Refrigerated,2022-10-04,2022-10-20,180,31.49,5668.2,Uttar Pradesh,Online,154,20.01,197.44
Gujarat,361.5,58,Small,2020-07-05,6,Curd,Mother Dairy,556.91,33.73,18784.574299999997,7,Refrigerated,2020-05-14,2020-05-21,10,34.01,340.1,Rajasthan,Retail,546,64.06,104.34
Delhi,341.71,21,Large,2021-06-06,6,Curd,Sudha,866.16,20.1,17409.816,5,Refrigerated,2021-05-31,2021-06-05,463,19.39,8977.57,Tamil Nadu,Wholesale,403,15.72,134.92
Karnataka,27.87,41,Medium,2020-05-03,3,Cheese,Dynamix Dairies,92.28,84.3,7779.204,36,Frozen,2020-03-23,2020-04-28,78,82.15,6407.7,Telangana,Online,14,71.96,119.98
Telangana,41.79,61,Small,2021-07-10,5,Ice Cream,Mother Dairy,522.77,40.9,21381.292999999998,27,Frozen,2021-06-07,2021-07-04,282,37.79,10656.78,Delhi,Online,240,34.96,142.09
Kerala,142.14,46,Large,2022-08-01,5,Ice Cream,Amul,461.13,20.09,9264.1017,23,Frozen,2022-07-28,2022-08-20,201,23.26,4675.26,Chandigarh,Wholesale,260,47.42,115.3
Delhi,360.64,52,Large,2019-01-26,9,Paneer,Mother Dairy,225.19,10.77,2425.2963,11,Refrigerated,2018-11-28,2018-12-09,8,6.95,55.6,Bihar,Online,217,84.0,148.54
Haryana,560.01,61,Small,2020-07-06,6,Curd,Raj,336.37,15.78,5307.9186,7,Refrigerated,2020-05-11,2020-05-18,37,20.03,741.11,Maharashtra,Retail,299,64.51,27.71
Telangana,654.94,77,Medium,2019-11-28,9,Paneer,Mother Dairy,911.65,13.88,12653.702000000001,7,Refrigerated,2019-10-09,2019-10-16,62,15.42,956.04,Gujarat,Online,849,96.09,51.49
Tamil Nadu,174.56,18,Small,2021-10-24,10,Ghee,Raj,26.78,70.44,1886.3832,118,Ambient,2021-10-15,2022-02-10,24,70.83,1699.92,Delhi,Online,2,63.67,54.95
Chandigarh,221.13,58,Small,2021-08-05,10,Ghee,Raj,494.79,75.31,37262.634900000005,148,Ambient,2021-06-15,2021-11-10,319,72.18,23025.42,Madhya Pradesh,Wholesale,175,40.11,135.16
Jharkhand,720.23,36,Medium,2020-07-03,1,Milk,Amul,227.16,45.53,10342.5948,21,Tetra Pack,2020-05-09,2020-05-30,208,44.24,9201.92,Haryana,Online,19,28.02,53.76
Bihar,654.81,32,Small,2020-06-22,2,Butter,Warana,728.55,11.2,8159.759999999999,38,Refrigerated,2020-06-05,2020-07-13,131,11.82,1548.42,Gujarat,Wholesale,597,76.76,26.51
Madhya Pradesh,302.46,77,Large,2022-12-28,10,Ghee,Amul,870.32,29.24,25448.1568,147,Ambient,2022-12-21,2023-05-17,448,32.49,14555.52,Jharkhand,Wholesale,422,36.41,168.17
Chandigarh,550.38,50,Small,2022-03-04,9,Paneer,Sudha,317.33,51.0,16183.83,9,Refrigerated,2022-02-19,2022-02-28,143,46.19,6605.17,Telangana,Online,174,21.27,70.86
West Bengal,293.77,31,Medium,2020-06-02,3,Cheese,Amul,946.42,12.66,11981.6772,65,Refrigerated,2020-05-13,2020-07-17,862,15.52,13378.24,Karnataka,Wholesale,84,60.01,67.53
Gujarat,586.29,84,Large,2022-10-21,8,Buttermilk,Raj,345.37,90.63,31300.8831,8,Refrigerated,2022-08-30,2022-09-07,153,91.51,14001.03,Bihar,Online,192,99.31,173.95
Tamil Nadu,618.77,26,Large,2019-06-18,8,Buttermilk,Raj,892.25,33.18,29604.855,8,Refrigerated,2019-05-18,2019-05-26,230,31.06,7143.8,Chandigarh,Retail,662,79.27,185.2
Karnataka,239.86,15,Small,2019-01-21,6,Curd,Raj,85.88,29.46,2530.0248,7,Refrigerated,2018-11-24,2018-12-01,72,27.4,1972.8,Kerala,Retail,13,95.81,146.74
Madhya Pradesh,603.3,25,Medium,2020-03-11,6,Curd,Sudha,379.96,68.14,25890.4744,6,Refrigerated,2020-01-22,2020-01-28,139,71.59,9951.01,Telangana,Online,240,87.45,99.43
Tamil Nadu,41.78,90,Small,2020-09-02,5,Ice Cream,Mother Dairy,753.06,97.09,73114.59539999999,28,Frozen,2020-08-06,2020-09-03,58,96.18,5578.44,Chandigarh,Retail,695,54.81,23.76
Gujarat,538.58,76,Large,2019-06-02,2,Butter,Mother Dairy,509.7,50.87,25928.439,30,Refrigerated,2019-05-22,2019-06-21,74,48.99,3625.26,Jharkhand,Wholesale,435,41.44,92.42
Chandigarh,337.7,47,Large,2021-08-10,9,Paneer,Amul,884.96,58.57,51832.107200000006,11,Refrigerated,2021-06-22,2021-07-03,728,59.05,42988.4,Gujarat,Retail,156,56.4,185.61
Telangana,889.47,45,Small,2020-12-26,8,Buttermilk,Mother Dairy,271.56,89.95,24426.822,13,Refrigerated,2020-12-18,2020-12-31,73,94.26,6880.98,Delhi,Wholesale,198,53.71,190.92
Chandigarh,738.43,69,Small,2019-11-07,2,Butter,Amul,818.21,72.36,59205.6756,29,Refrigerated,2019-10-04,2019-11-02,299,67.78,20266.22,Haryana,Online,519,33.37,154.27
Uttar Pradesh,613.54,47,Small,2019-05-02,9,Paneer,Amul,549.06,55.63,30544.2078,13,Refrigerated,2019-04-05,2019-04-18,502,52.04,26124.08,Bihar,Wholesale,47,12.31,41.76
Madhya Pradesh,553.21,68,Small,2019-10-15,2,Butter,Warana,913.81,96.21,87917.6601,33,Frozen,2019-08-27,2019-09-29,244,98.05,23924.2,Bihar,Wholesale,669,32.93,170.94
West Bengal,835.48,29,Medium,2019-06-10,6,Curd,Mother Dairy,836.96,14.98,12537.660800000001,5,Refrigerated,2019-04-18,2019-04-23,80,17.36,1388.8,Maharashtra,Wholesale,756,17.28,124.65
Rajasthan,246.06,54,Medium,2020-12-18,3,Cheese,Dynamix Dairies,811.97,12.22,9922.2734,46,Refrigerated,2020-11-09,2020-12-25,388,12.22,4741.36,Chandigarh,Retail,423,89.94,166.38
Uttar Pradesh,393.92,38,Medium,2021-11-26,1,Milk,Sudha,502.46,62.03,31167.5938,2,Polythene Packet,2021-11-15,2021-11-17,251,64.34,16149.34,Jharkhand,Wholesale,251,72.61,32.41
Gujarat,952.67,63,Large,2020-04-16,1,Milk,Mother Dairy,908.35,11.04,10028.184,29,Tetra Pack,2020-02-22,2020-03-22,199,14.65,2915.35,Delhi,Wholesale,709,82.72,149.14
Madhya Pradesh,681.32,15,Small,2022-02-06,7,Lassi,Raj,628.72,74.3,46713.896,13,Refrigerated,2022-01-26,2022-02-08,302,74.6,22529.2,Uttar Pradesh,Online,326,97.54,192.15
Madhya Pradesh,947.33,82,Large,2020-02-07,5,Ice Cream,Amul,673.22,21.87,14723.3214,30,Frozen,2020-01-22,2020-02-21,325,23.67,7692.75,Delhi,Online,348,18.96,148.94
Gujarat,403.47,86,Medium,2022-05-20,1,Milk,Sudha,96.73,93.41,9035.5493,1,Polythene Packet,2022-05-17,2022-05-18,41,97.36,3991.76,Rajasthan,Retail,55,59.83,84.9
Bihar,911.08,14,Medium,2022-12-10,4,Yogurt,Mother Dairy,312.43,46.94,14665.4642,24,Refrigerated,2022-12-03,2022-12-27,5,45.87,229.35,Uttar Pradesh,Online,307,92.79,82.66
Tamil Nadu,345.39,61,Large,2019-03-20,3,Cheese,Dynamix Dairies,395.11,14.21,5614.5131,89,Frozen,2019-02-15,2019-05-15,322,10.72,3451.84,Uttar Pradesh,Wholesale,73,86.59,98.34
Karnataka,620.6,62,Large,2021-09-03,10,Ghee,Sudha,109.52,13.6,1489.472,116,Ambient,2021-08-16,2021-12-10,42,8.84,371.28,Madhya Pradesh,Online,67,20.7,42.63
Madhya Pradesh,882.8,52,Medium,2021-03-11,10,Ghee,Amul,706.76,28.84,20382.9584,118,Ambient,2021-02-21,2021-06-19,310,28.51,8838.1,Chandigarh,Retail,396,76.64,77.17
Maharashtra,285.44,18,Medium,2020-10-25,5,Ice Cream,Mother Dairy,907.45,46.82,42486.809,25,Frozen,2020-08-27,2020-09-21,552,51.13,28223.76,Telangana,Retail,355,29.32,53.63
Delhi,454.56,74,Small,2022-04-08,2,Butter,Warana,476.45,53.37,25428.136499999997,28,Refrigerated,2022-02-21,2022-03-21,302,54.16,16356.32,Kerala,Online,174,63.86,106.19
Tamil Nadu,786.45,18,Small,2021-04-21,7,Lassi,Mother Dairy,921.67,91.29,84139.2543,14,Refrigerated,2021-03-24,2021-04-07,274,91.69,25123.06,Chandigarh,Retail,647,15.88,177.76
Kerala,529.98,62,Large,2020-08-17,5,Ice Cream,Palle2patnam,250.94,44.67,11209.489800000001,22,Frozen,2020-07-22,2020-08-13,144,43.76,6301.44,Chandigarh,Wholesale,106,61.28,133.07
Chandigarh,284.91,13,Large,2020-06-17,8,Buttermilk,Amul,181.24,92.26,16721.202400000002,11,Refrigerated,2020-05-10,2020-05-21,90,95.74,8616.6,Delhi,Retail,91,63.87,31.72
Tamil Nadu,939.4,26,Large,2022-10-05,9,Paneer,Raj,939.68,42.34,39786.0512,11,Refrigerated,2022-10-02,2022-10-13,777,44.26,34390.02,Karnataka,Wholesale,162,86.68,63.48
Telangana,240.29,28,Small,2021-09-21,7,Lassi,Sudha,162.9,31.17,5077.593000000001,15,Refrigerated,2021-07-31,2021-08-15,92,28.74,2644.08,Kerala,Online,70,51.82,25.01
Jharkhand,992.95,84,Small,2021-12-09,8,Buttermilk,Raj,661.21,16.94,11200.897400000002,7,Refrigerated,2021-12-06,2021-12-13,115,14.06,1616.9,Maharashtra,Wholesale,546,28.33,170.9
Rajasthan,801.41,66,Large,2022-10-11,5,Ice Cream,Amul,239.74,14.71,3526.5754,25,Frozen,2022-09-13,2022-10-08,106,17.21,1824.26,Chandigarh,Online,133,32.6,24.4
Uttar Pradesh,953.33,33,Medium,2021-01-17,6,Curd,Amul,1.58,46.39,73.2962,6,Refrigerated,2020-11-27,2020-12-03,1,48.12,48.12,Karnataka,Retail,0,85.53,173.2
Kerala,663.52,35,Large,2022-12-16,8,Buttermilk,Raj,718.71,94.86,68176.8306,12,Refrigerated,2022-11-10,2022-11-22,131,90.14,11808.34,West Bengal,Retail,587,47.86,98.88
Tamil Nadu,779.67,37,Large,2019-01-26,1,Milk,Mother Dairy,864.53,55.28,47791.2184,2,Polythene Packet,2019-01-21,2019-01-23,611,58.33,35639.63,Maharashtra,Online,253,64.99,34.11
Rajasthan,268.91,90,Medium,2020-03-24,5,Ice Cream,Palle2patnam,170.53,46.3,7895.539,29,Frozen,2020-03-21,2020-04-19,96,50.75,4872.0,Jharkhand,Retail,74,86.5,21.95
Telangana,442.84,54,Small,2019-11-18,10,Ghee,Sudha,437.14,44.8,19583.872,138,Ambient,2019-10-10,2020-02-25,49,46.58,2282.42,West Bengal,Retail,388,60.56,50.46
Maharashtra,123.11,94,Small,2020-12-25,4,Yogurt,Mother Dairy,580.88,78.16,45401.580799999996,21,Refrigerated,2020-11-23,2020-12-14,190,76.33,14502.7,Bihar,Wholesale,390,87.82,194.6
Bihar,219.74,25,Large,2022-12-01,8,Buttermilk,Amul,478.35,89.4,42764.490000000005,10,Refrigerated,2022-10-27,2022-11-06,52,86.44,4494.88,Madhya Pradesh,Wholesale,426,15.36,86.12
Telangana,228.08,71,Small,2019-05-10,10,Ghee,Mother Dairy,697.01,87.06,60681.6906,149,Ambient,2019-05-08,2019-10-04,312,87.34,27250.08,Tamil Nadu,Retail,385,95.46,32.82
Maharashtra,221.51,21,Medium,2019-05-05,10,Ghee,Sudha,768.5,16.24,12480.439999999999,70,Ambient,2019-03-27,2019-06-05,652,12.22,7967.44,Bihar,Wholesale,116,22.65,169.41
Chandigarh,777.72,61,Medium,2022-01-17,5,Ice Cream,Dodla Dairy,609.29,55.09,33565.7861,23,Frozen,2022-01-08,2022-01-31,578,57.88,33454.64,Gujarat,Online,31,56.6,143.0
Haryana,896.34,50,Medium,2019-07-20,6,Curd,Raj,82.1,78.91,6478.5109999999995,5,Refrigerated,2019-07-07,2019-07-12,68,74.7,5079.6,Telangana,Retail,14,11.32,172.14
Karnataka,426.68,65,Small,2020-11-10,3,Cheese,Amul,879.54,92.99,81788.4246,34,Frozen,2020-10-06,2020-11-09,101,88.75,8963.75,Kerala,Wholesale,778,25.39,129.6
Telangana,286.42,56,Medium,2022-01-23,8,Buttermilk,Raj,337.03,94.48,31842.594399999998,11,Refrigerated,2022-01-09,2022-01-20,247,95.21,23516.87,Delhi,Online,90,68.02,66.26
Chandigarh,414.48,69,Small,2020-09-02,3,Cheese,Dynamix Dairies,235.09,87.57,20586.831299999998,26,Frozen,2020-08-13,2020-09-08,116,87.86,10191.76,Kerala,Online,119,58.64,103.93
Delhi,229.21,54,Small,2020-11-10,6,Curd,Mother Dairy,200.02,62.76,12553.2552,6,Refrigerated,2020-09-19,2020-09-25,198,61.84,12244.32,Tamil Nadu,Retail,2,46.37,65.84
Telangana,299.75,82,Large,2020-10-16,8,Buttermilk,Amul,803.57,51.08,41046.3556,12,Refrigerated,2020-09-03,2020-09-15,205,51.67,10592.35,Karnataka,Wholesale,598,79.57,20.04
Gujarat,262.38,93,Small,2021-07-02,9,Paneer,Mother Dairy,377.18,17.08,6442.234399999999,13,Refrigerated,2021-06-29,2021-07-12,41,21.89,897.49,Haryana,Wholesale,336,72.82,25.6
West Bengal,134.28,43,Large,2019-03-01,9,Paneer,Raj,740.8,53.67,39758.736,8,Refrigerated,2019-01-27,2019-02-04,619,50.19,31067.61,Maharashtra,Retail,121,92.14,175.28
Tamil Nadu,821.24,23,Large,2019-09-27,6,Curd,Mother Dairy,678.68,58.51,39709.56679999999,5,Refrigerated,2019-09-02,2019-09-07,139,60.62,8426.18,Chandigarh,Wholesale,539,55.24,179.61
Gujarat,589.9,18,Medium,2019-04-16,10,Ghee,Mother Dairy,959.51,24.14,23162.5714,139,Ambient,2019-03-27,2019-08-13,176,27.26,4797.76,Bihar,Wholesale,783,77.48,28.11
Chandigarh,909.94,56,Small,2022-04-06,6,Curd,Amul,999.16,69.22,69161.85519999999,5,Refrigerated,2022-03-14,2022-03-19,756,64.33,48633.48,Tamil Nadu,Retail,243,67.64,70.05
Madhya Pradesh,186.24,46,Small,2019-10-06,8,Buttermilk,Sudha,941.86,36.5,34377.89,7,Refrigerated,2019-09-01,2019-09-08,146,41.46,6053.16,Telangana,Wholesale,795,42.72,94.55
Karnataka,970.72,25,Medium,2021-01-01,7,Lassi,Amul,30.51,21.86,666.9486,17,Refrigerated,2020-12-15,2021-01-01,15,17.19,257.85,Haryana,Retail,15,30.86,191.85
Gujarat,864.93,40,Medium,2019-07-26,4,Yogurt,Amul,301.07,16.11,4850.2377,26,Frozen,2019-06-08,2019-07-04,226,18.92,4275.92,Chandigarh,Wholesale,75,13.22,136.19
Maharashtra,238.36,93,Medium,2020-06-06,8,Buttermilk,Raj,791.47,59.12,46791.7064,14,Refrigerated,2020-04-09,2020-04-23,111,63.44,7041.84,Chandigarh,Wholesale,680,87.33,73.75
Kerala,109.94,26,Small,2021-02-13,3,Cheese,Amul,3.23,29.0,93.67,84,Refrigerated,2021-02-05,2021-04-30,1,27.58,27.58,Delhi,Wholesale,2,83.75,101.68
Telangana,623.93,74,Large,2019-02-27,7,Lassi,Raj,885.52,57.83,51209.6216,14,Refrigerated,2019-01-30,2019-02-13,766,54.52,41762.32,Telangana,Retail,119,43.11,184.39
Delhi,809.45,34,Large,2021-01-23,6,Curd,Sudha,330.91,78.3,25910.253,5,Refrigerated,2021-01-03,2021-01-08,160,77.07,12331.2,Uttar Pradesh,Retail,170,89.61,44.21
Bihar,161.43,82,Large,2021-10-26,4,Yogurt,Mother Dairy,394.31,64.5,25432.995,22,Refrigerated,2021-09-05,2021-09-27,159,62.58,9950.22,Bihar,Wholesale,235,77.47,188.03
Madhya Pradesh,827.61,94,Small,2022-05-09,3,Cheese,Britannia Industries,608.88,54.68,33293.5584,72,Refrigerated,2022-03-18,2022-05-29,531,52.27,27755.37,Delhi,Wholesale,77,78.67,181.35
Jharkhand,234.73,98,Large,2020-09-26,4,Yogurt,Dodla Dairy,443.55,97.56,43272.738000000005,22,Refrigerated,2020-08-02,2020-08-24,223,99.25,22132.75,Kerala,Wholesale,220,23.21,35.16
Jharkhand,765.34,94,Large,2022-09-18,7,Lassi,Amul,198.63,12.12,2407.3956,17,Refrigerated,2022-08-06,2022-08-23,55,8.79,483.45,Delhi,Wholesale,143,19.8,173.6
Delhi,835.74,97,Large,2019-04-22,2,Butter,Warana,952.72,81.84,77970.6048,39,Frozen,2019-04-21,2019-05-30,786,84.13,66126.18,Jharkhand,Wholesale,166,48.97,182.15
Gujarat,144.64,67,Medium,2022-09-22,6,Curd,Sudha,434.19,73.96,32112.692399999996,7,Refrigerated,2022-08-04,2022-08-11,163,78.69,12826.47,Gujarat,Retail,271,26.92,116.72
Uttar Pradesh,874.36,44,Large,2019-08-28,3,Cheese,Amul,275.61,63.99,17636.283900000002,66,Refrigerated,2019-07-16,2019-09-20,210,63.07,13244.7,Gujarat,Wholesale,65,84.5,105.58
Chandigarh,890.62,95,Medium,2022-02-22,2,Butter,Parag Milk Foods,12.5,92.08,1151.0,27,Refrigerated,2022-01-13,2022-02-09,10,92.69,926.9,Chandigarh,Online,2,81.74,69.29
Haryana,396.02,90,Small,2020-02-27,7,Lassi,Sudha,979.36,63.55,62238.328,16,Refrigerated,2020-02-14,2020-03-01,282,59.29,16719.78,Telangana,Retail,697,16.67,151.22
Kerala,957.18,36,Small,2020-07-01,5,Ice Cream,Dodla Dairy,322.41,64.62,20834.134200000004,30,Frozen,2020-05-17,2020-06-16,14,61.98,867.72,Rajasthan,Wholesale,308,92.48,149.61
Chandigarh,865.66,100,Medium,2019-05-12,6,Curd,Amul,63.26,38.64,2444.3664,5,Refrigerated,2019-05-07,2019-05-12,3,43.26,129.78,Telangana,Retail,60,37.78,20.38
Kerala,711.08,42,Large,2019-10-13,2,Butter,Mother Dairy,750.75,87.9,65990.925,40,Frozen,2019-08-24,2019-10-03,331,87.74,29041.94,Jharkhand,Retail,419,84.92,124.7
Bihar,22.83,72,Small,2022-12-05,6,Curd,Amul,991.29,39.3,38957.69699999999,5,Refrigerated,2022-11-10,2022-11-15,464,35.48,16462.72,Gujarat,Wholesale,527,15.79,78.58
Telangana,19.53,94,Small,2021-08-04,8,Buttermilk,Mother Dairy,920.46,60.35,55549.761000000006,10,Refrigerated,2021-08-01,2021-08-11,572,55.76,31894.72,Delhi,Online,348,89.48,142.89
Gujarat,587.38,98,Medium,2020-01-17,4,Yogurt,Dodla Dairy,232.85,82.4,19186.84,24,Refrigerated,2019-11-26,2019-12-20,123,81.0,9963.0,West Bengal,Online,109,95.07,192.52
Chandigarh,152.0,79,Medium,2021-08-10,7,Lassi,Raj,520.48,40.69,21178.3312,14,Refrigerated,2021-06-15,2021-06-29,230,45.34,10428.2,Madhya Pradesh,Online,290,33.57,40.3
Chandigarh,947.36,58,Medium,2019-05-20,6,Curd,Raj,79.36,70.96,5631.3856,5,Refrigerated,2019-04-02,2019-04-07,20,69.12,1382.4,Kerala,Wholesale,59,95.02,71.66
Haryana,729.65,87,Large,2022-05-19,1,Milk,Amul,125.31,35.16,4405.8996,28,Tetra Pack,2022-04-06,2022-05-04,115,33.08,3804.2,Jharkhand,Wholesale,10,68.79,143.09
Kerala,311.03,68,Small,2021-03-21,7,Lassi,Raj,386.63,70.41,27222.6183,14,Refrigerated,2021-02-26,2021-03-12,217,75.2,16318.4,Rajasthan,Wholesale,169,25.66,44.34
Kerala,557.52,49,Small,2021-01-28,6,Curd,Amul,85.73,15.04,1289.3792,7,Refrigerated,2020-12-27,2021-01-03,74,19.8,1465.2,Uttar Pradesh,Retail,11,63.94,78.48
Chandigarh,477.31,61,Small,2022-12-21,5,Ice Cream,Dodla Dairy,485.54,40.47,19649.8038,24,Frozen,2022-12-14,2023-01-07,297,35.64,10585.08,Telangana,Wholesale,188,91.08,83.95
Madhya Pradesh,919.63,13,Medium,2019-04-23,2,Butter,Parag Milk Foods,497.43,81.02,40301.7786,40,Refrigerated,2019-03-01,2019-04-10,175,76.45,13378.75,Uttar Pradesh,Retail,322,60.78,29.55
Telangana,43.65,21,Large,2019-12-07,6,Curd,Sudha,735.54,93.12,68493.4848,5,Refrigerated,2019-10-17,2019-10-22,388,90.83,35242.04,Rajasthan,Retail,347,11.09,156.44
Jharkhand,245.89,94,Large,2020-05-16,3,Cheese,Amul,611.18,81.77,49976.188599999994,55,Frozen,2020-05-05,2020-06-29,86,86.06,7401.16,Rajasthan,Wholesale,525,91.35,190.37
Kerala,482.75,74,Large,2020-06-23,9,Paneer,Mother Dairy,677.95,16.13,10935.3335,12,Refrigerated,2020-05-21,2020-06-02,473,14.21,6721.33,Haryana,Online,204,43.2,32.12
Rajasthan,802.68,48,Small,2021-01-18,6,Curd,Raj,936.12,61.5,57571.38,6,Refrigerated,2020-11-27,2020-12-03,157,59.44,9332.08,Gujarat,Retail,779,65.92,153.37
Haryana,474.83,68,Medium,2022-11-19,5,Ice Cream,Dodla Dairy,552.22,72.17,39853.7174,25,Frozen,2022-11-10,2022-12-05,546,67.39,36794.94,Delhi,Online,6,42.19,136.22
Rajasthan,519.91,26,Medium,2022-06-28,7,Lassi,Raj,828.56,60.13,49821.3128,17,Refrigerated,2022-06-16,2022-07-03,477,63.42,30251.34,Tamil Nadu,Wholesale,351,64.11,64.56
Chandigarh,227.03,58,Medium,2020-10-17,1,Milk,Mother Dairy,474.75,17.25,8189.4375,25,Tetra Pack,2020-09-13,2020-10-08,227,17.22,3908.94,Delhi,Online,247,23.33,191.3
Uttar Pradesh,940.06,37,Medium,2020-10-19,10,Ghee,Mother Dairy,393.46,65.37,25720.4802,115,Ambient,2020-09-23,2021-01-16,4,69.37,277.48,Delhi,Wholesale,389,84.18,128.32
Chandigarh,960.88,90,Large,2021-04-27,7,Lassi,Mother Dairy,508.65,92.9,47253.585,13,Refrigerated,2021-03-23,2021-04-05,456,89.34,40739.04,West Bengal,Wholesale,52,82.56,71.02
Bihar,887.07,78,Large,2021-08-19,7,Lassi,Raj,685.96,65.22,44738.311200000004,13,Refrigerated,2021-06-25,2021-07-08,639,65.68,41969.52,Telangana,Online,46,52.73,172.32
Madhya Pradesh,829.54,46,Medium,2020-05-06,6,Curd,Amul,791.43,83.3,65926.11899999999,7,Refrigerated,2020-03-21,2020-03-28,538,80.55,43335.9,Bihar,Wholesale,253,66.42,59.81
Bihar,56.34,52,Medium,2022-05-26,10,Ghee,Amul,895.66,94.77,84881.6982,100,Ambient,2022-05-05,2022-08-13,408,97.51,39784.08,Kerala,Wholesale,487,51.07,77.36
Bihar,627.25,28,Small,2022-12-11,6,Curd,Raj,759.06,48.25,36624.645,7,Refrigerated,2022-10-27,2022-11-03,125,49.08,6135.0,Delhi,Retail,634,63.35,118.3
Delhi,598.18,47,Large,2020-01-05,6,Curd,Sudha,372.64,57.47,21415.6208,6,Refrigerated,2019-12-07,2019-12-13,46,53.01,2438.46,Maharashtra,Wholesale,326,58.39,181.38
Jharkhand,463.98,63,Small,2019-03-25,8,Buttermilk,Mother Dairy,950.47,84.15,79982.05050000001,7,Refrigerated,2019-01-30,2019-02-06,945,88.82,83934.9,Tamil Nadu,Retail,5,81.01,94.86
